,Id,Alley,Fence,SalePrice,LotArea,OverallQual,YearRemodAdd,YearBuilt,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,GarageCars,Fireplaces,WoodDeckSF,OpenPorchSF,SaleCondition,KitchenQual,Heating,GarageType
968,969,,GdWo,37900,5925,3,1950,1910,0.0,600,968,1,0,0,0,0,Abnorml,TA,Grav,
969,970,,,140000,10382,6,1958,1958,105.0,588,1095,1,1,0,0,0,Normal,TA,GasA,Attchd
970,971,,,135000,10800,4,1950,1949,0.0,720,1192,1,0,0,0,0,Abnorml,TA,GasA,
971,972,,,173000,2268,7,2004,2003,106.0,764,1626,2,2,0,0,27,Normal,Gd,GasA,BuiltIn
972,973,,,99500,7892,6,1979,1979,0.0,918,918,2,1,1,28,0,Normal,TA,GasA,Attchd
973,974,,,182000,11639,7,2008,2007,,1428,1428,2,2,0,0,120,Partial,Gd,GasA,Attchd
974,975,,GdPrv,167500,11414,7,1993,1910,0.0,728,2019,1,2,0,509,135,Normal,Gd,GasA,Detchd
975,976,,,165000,2651,7,2000,2000,0.0,673,1382,2,2,0,153,50,Normal,Gd,GasA,Detchd
976,977,,,85500,5900,4,1958,1923,0.0,440,869,1,0,0,0,0,Normal,Fa,GasA,
977,978,Pave,,199900,4274,7,2007,2006,,1241,1241,1,2,0,0,116,Partial,Gd,GasA,Attchd
978,979,,,110000,9450,4,1954,1954,0.0,894,894,1,2,0,0,0,Abnorml,TA,GasA,Detchd
979,980,,MnPrv,139000,8816,5,1963,1963,0.0,1121,1121,1,2,0,0,80,Normal,TA,GasA,Detchd
980,981,,,178400,12122,7,2007,1961,210.0,944,999,1,2,0,144,76,Normal,Ex,GasA,Attchd
981,982,,,336000,12203,8,1999,1998,975.0,1225,2612,2,3,1,250,0,Normal,Gd,GasA,Attchd
982,983,,,159895,3182,7,2007,2007,16.0,1266,1266,2,2,1,100,16,Normal,Gd,GasA,Attchd
983,984,,,255900,11250,8,2002,2002,0.0,1128,2290,2,2,1,0,0,Normal,Gd,GasA,Attchd
984,985,,,126000,10125,5,1977,1977,0.0,0,1734,2,2,0,0,0,Normal,Gd,GasA,Attchd
985,986,,,125000,10880,5,1950,1950,0.0,1164,1164,1,1,0,0,48,Normal,TA,GasW,Detchd
986,987,,,117000,5310,6,2003,1910,0.0,485,1635,1,1,0,394,0,Normal,Gd,GasA,Attchd
987,988,,,395192,10159,9,2010,2009,450.0,1930,1940,2,3,1,168,95,Partial,Ex,GasA,Attchd
988,989,,,195000,12046,6,1976,1976,298.0,848,2030,2,2,1,0,224,Normal,Gd,GasA,Attchd
989,990,,,197000,8125,7,2006,2006,0.0,770,1576,2,2,0,0,50,Partial,Gd,GasA,Attchd
990,991,,,348000,9452,8,1998,1997,423.0,1396,2392,2,3,1,0,70,Normal,Gd,GasA,Attchd
991,992,Grvl,,168000,17671,8,1986,1882,0.0,916,1742,1,2,1,0,169,Normal,Gd,GasA,Attchd
992,993,,MnWw,187000,9760,6,1993,1964,340.0,822,1851,2,2,1,239,42,Normal,Gd,GasA,Attchd
993,994,,,173900,8846,6,2006,2005,0.0,750,1500,2,2,0,0,35,Partial,Gd,GasA,Attchd
994,995,,,337500,12456,10,2007,2006,230.0,1700,1718,2,3,1,216,48,Normal,Ex,GasA,Attchd
995,996,,MnPrv,121600,4712,4,1950,1946,0.0,747,1230,1,1,0,0,57,Abnorml,TA,GasA,Detchd
996,997,,,136500,10659,5,1961,1961,0.0,1050,1050,1,1,0,0,319,Normal,TA,GasA,Attchd
997,998,,,185000,11717,6,1970,1970,571.0,1442,1442,2,2,1,371,0,Normal,TA,GasA,Attchd
998,999,,,91000,9786,3,1950,1922,0.0,1007,1077,1,1,1,0,100,Normal,TA,GasA,Detchd
999,1000,,,206000,6762,7,2006,2006,24.0,1187,1208,2,2,0,105,61,Normal,Gd,GasA,Attchd
1000,1001,,,82000,10206,3,1952,1952,0.0,0,944,1,2,0,0,0,Normal,Fa,GasW,Detchd
1001,1002,,,86000,5400,5,1950,1920,0.0,691,691,1,1,0,0,20,Abnorml,Ex,GasA,Detchd
1002,1003,,,232000,11957,8,2006,2006,53.0,1574,1574,2,3,1,144,104,Normal,Gd,GasA,Attchd
1003,1004,,,136905,11500,5,1976,1976,164.0,1680,1680,2,2,0,0,0,Normal,TA,GasA,Detchd
1004,1005,,,181000,3182,7,2006,2005,16.0,1346,1504,2,2,1,156,0,Normal,Gd,GasA,Attchd
1005,1006,,,149900,8385,5,1977,1977,220.0,985,985,2,1,0,210,0,Normal,TA,GasA,Attchd
1006,1007,,,163500,12155,6,1970,1970,0.0,1657,1657,2,2,1,0,0,Normal,TA,GasA,Attchd
1007,1008,,,88000,2217,4,1970,1970,0.0,546,1092,1,1,0,238,0,Normal,TA,GasA,Attchd
1008,1009,,,240000,12118,7,2005,2004,108.0,1710,1710,2,2,1,100,48,Normal,Gd,GasA,Attchd
1009,1010,,,102000,6000,5,1950,1926,0.0,1008,1522,2,0,0,0,0,Normal,TA,GasA,
1010,1011,,,135000,21286,5,1950,1948,0.0,720,1271,2,1,1,0,0,Normal,TA,GasA,Attchd
1011,1012,,,100000,9825,5,1965,1965,0.0,0,1664,2,0,0,0,0,Normal,TA,GasA,
1012,1013,,,165000,10592,6,1996,1923,0.0,602,1502,1,1,2,96,0,Normal,Gd,GasA,Detchd
1013,1014,,,85000,7200,5,2006,1910,0.0,1022,1022,1,1,0,0,30,Normal,TA,GasW,Detchd
1014,1015,,,119200,11664,6,1950,1948,206.0,1082,1082,1,1,1,0,130,Normal,TA,GasA,Detchd
1015,1016,,,227000,8400,8,2001,2001,0.0,810,1665,2,2,0,0,45,Normal,Gd,GasA,Attchd
1016,1017,,,203000,11883,7,1996,1996,196.0,1504,1504,2,2,1,115,66,Normal,Gd,GasA,Attchd
1017,1018,,,187500,5814,8,1984,1984,0.0,1220,1360,1,2,1,63,0,Abnorml,Gd,GasA,Attchd
1018,1019,,,160000,10784,7,1992,1991,76.0,384,1472,2,2,1,164,0,Normal,Gd,GasA,Attchd
1019,1020,,,213490,3013,7,2005,2005,145.0,1362,1506,2,2,1,142,20,Normal,Gd,GasA,Attchd
1020,1021,,,176000,7024,4,2005,2005,0.0,1132,1132,1,2,0,252,64,Normal,Gd,GasA,Attchd
1021,1022,,,194000,7406,7,2006,2006,84.0,1199,1220,2,2,0,105,54,Partial,Gd,GasA,Attchd
1022,1023,,,87000,9439,5,1950,1930,0.0,912,1248,1,1,0,0,0,Normal,TA,GasA,Detchd
1023,1024,,,191000,3182,7,2006,2005,14.0,1346,1504,2,2,1,156,20,Normal,Gd,GasA,Attchd
1024,1025,,,287000,15498,8,1976,1976,0.0,1565,2898,2,2,1,0,72,Abnorml,Gd,GasA,Attchd
1025,1026,,MnPrv,112500,7700,5,1972,1972,0.0,882,882,1,2,0,96,0,Normal,TA,GasA,Detchd
1026,1027,,,167500,9300,5,1960,1960,324.0,1268,1264,1,2,2,0,0,Normal,TA,GasA,Attchd
1027,1028,,,293077,9520,8,2008,2007,338.0,1638,1646,2,3,1,192,44,Partial,Gd,GasA,Attchd
1028,1029,,,105000,9492,5,1950,1941,0.0,768,1376,1,1,1,0,0,Normal,TA,GasA,Attchd
1029,1030,,,118000,1680,6,1972,1972,281.0,672,1218,1,1,0,0,28,Normal,TA,GasA,Detchd
1030,1031,,,160000,7082,5,1995,1916,0.0,686,1928,2,0,0,0,0,Normal,TA,GasA,
1031,1032,,,197000,15863,7,1970,1920,0.0,824,3082,2,2,2,136,63,Normal,TA,GasA,Basment
1032,1033,,,310000,14541,8,1993,1993,0.0,1338,2520,2,3,1,209,55,Abnorml,Gd,GasA,Attchd
1033,1034,,,230000,8125,7,2002,2002,295.0,1654,1654,2,3,0,0,136,Normal,Gd,GasA,Attchd
1034,1035,,MnPrv,119750,6305,5,1950,1938,0.0,920,954,1,1,1,0,0,Normal,Fa,GasA,Basment
1035,1036,,,84000,11500,4,1957,1957,0.0,0,845,1,1,0,186,0,Normal,TA,GasA,Detchd
1036,1037,,,315500,12898,9,2008,2007,70.0,1620,1620,2,3,1,228,0,Normal,Ex,GasA,Attchd
1037,1038,,,287000,9240,8,2002,2001,396.0,1055,2263,2,2,1,0,45,Normal,Gd,GasA,BuiltIn
1038,1039,,,97000,1533,4,2008,1970,0.0,546,1344,1,0,1,0,0,Normal,TA,GasA,
1039,1040,,,80000,1477,4,1970,1970,0.0,630,630,1,1,0,0,0,Normal,TA,GasA,Attchd
1040,1041,,GdPrv,155000,13125,5,2000,1957,67.0,1134,1803,2,2,1,0,0,Normal,TA,GasA,Attchd
1041,1042,,,173000,9130,6,2000,1966,252.0,800,1632,1,2,0,0,40,Normal,Gd,GasA,Attchd
1042,1043,,,196000,5381,6,2005,2005,135.0,1306,1306,2,2,1,170,63,Normal,Gd,GasA,Attchd
1043,1044,,,262280,11839,7,1990,1990,99.0,1475,2329,2,2,1,192,121,Normal,Gd,GasA,Attchd
1044,1045,,MnPrv,278000,9600,8,1981,1981,0.0,2524,2524,2,2,1,474,120,Normal,Gd,GasA,Attchd
1045,1046,,,139600,13680,3,1955,1955,0.0,0,1733,2,2,1,0,0,Normal,TA,GasA,Attchd
1046,1047,,,556581,16056,9,2006,2005,208.0,1992,2868,3,3,1,214,108,Partial,Ex,GasA,BuiltIn
1047,1048,,,145000,9245,5,1995,1994,0.0,990,990,1,2,0,0,0,Normal,TA,GasA,Detchd
1048,1049,,GdPrv,115000,21750,5,2006,1960,75.0,0,1771,1,2,1,0,0,Normal,TA,GasA,Attchd
1049,1050,,,84900,11100,4,2006,1946,0.0,0,930,1,1,0,0,0,Abnorml,Gd,GasA,Detchd
1050,1051,,,176485,8993,7,2007,2007,0.0,1302,1302,2,2,0,0,22,Partial,Gd,GasA,Attchd
1051,1052,,,200141,11175,7,2007,2007,0.0,1316,1316,2,2,1,0,20,Partial,Gd,GasA,Attchd
1052,1053,,GdPrv,165000,9500,6,1978,1964,272.0,816,1977,1,2,1,0,52,Normal,TA,GasA,Attchd
1053,1054,,,144500,8562,5,2002,1957,145.0,1216,1526,1,1,1,116,78,Normal,TA,GasA,Basment
1054,1055,,,255000,11367,8,2002,2002,210.0,1065,1989,2,2,1,199,60,Normal,Gd,GasA,Attchd
1055,1056,,MnPrv,180000,11361,6,1976,1976,160.0,1193,1523,2,2,1,0,0,Abnorml,TA,GasA,Attchd
1056,1057,,,185850,7052,7,2005,2005,240.0,1364,1364,2,2,1,192,36,Normal,Gd,GasA,Attchd
1057,1058,,,248000,29959,7,1994,1994,0.0,973,1850,2,2,1,168,98,Normal,Gd,GasA,BuiltIn
1058,1059,,,335000,11308,9,2008,2008,154.0,1104,2184,2,3,1,0,102,Normal,Ex,GasA,Attchd
1059,1060,,,220000,11275,6,1950,1932,480.0,854,1991,1,2,1,0,0,Normal,TA,GasA,Detchd
1060,1061,,,213500,4920,8,2001,2001,0.0,1338,1338,2,2,0,0,0,Normal,Gd,GasA,Attchd
1061,1062,,,81000,18000,3,1950,1935,0.0,894,894,1,3,0,0,20,Normal,TA,GasA,Detchd
1062,1063,Grvl,,90000,13600,5,1950,1900,0.0,662,2337,2,2,0,0,57,Normal,TA,GasA,Detchd
1063,1064,,MnPrv,110500,6000,6,1980,1925,0.0,1103,1103,1,2,1,166,120,Normal,Gd,GasA,Detchd
1064,1065,,MnPrv,154000,11000,5,1966,1966,200.0,1154,1154,1,2,1,0,58,Normal,TA,GasA,Attchd
1065,1066,,,328000,14000,7,1997,1996,0.0,1306,2260,2,2,0,296,44,Normal,Gd,GasA,Attchd
1066,1067,,,178000,7837,6,1994,1993,0.0,799,1571,2,2,1,0,40,Normal,TA,GasA,Attchd
1067,1068,,,167900,9760,6,1964,1964,360.0,780,1611,1,2,0,328,128,Normal,TA,GasA,Attchd
1068,1069,,GdPrv,151400,3964,6,1973,1973,0.0,942,2521,2,2,1,728,20,Normal,TA,GasA,Attchd
1069,1070,,,135000,9600,5,2003,1949,0.0,845,893,1,2,0,0,0,Normal,Gd,GasA,Detchd
1070,1071,,,135000,10152,5,1956,1956,120.0,1048,1048,1,1,0,0,20,Normal,TA,GasA,Attchd
1071,1072,,,154000,11700,6,1968,1968,0.0,727,1556,1,2,0,0,0,Normal,TA,GasA,Attchd
1072,1073,,,91500,7585,5,1950,1948,0.0,810,1456,1,1,1,0,0,Normal,TA,GasA,Detchd
1073,1074,,MnPrv,159500,7950,6,1977,1977,140.0,690,1426,1,2,0,252,0,Normal,TA,GasA,Attchd
1074,1075,,,194000,8556,7,2006,2006,0.0,1240,1240,2,3,0,140,93,Normal,Gd,GasA,Attchd
1075,1076,,,219500,13125,7,1984,1940,0.0,800,1740,1,1,2,0,0,Normal,TA,GasA,Attchd
1076,1077,Grvl,,170000,10800,5,1989,1936,0.0,796,1466,2,2,1,436,21,Normal,Gd,GasA,Attchd
1077,1078,,,138800,15870,5,1969,1969,0.0,1096,1096,1,1,0,240,32,Abnorml,TA,GasA,Attchd
1078,1079,,,155900,4435,6,2004,2004,169.0,848,848,1,2,1,140,0,Normal,Gd,GasA,Attchd
1079,1080,,,126000,8775,5,1994,1994,0.0,990,990,1,1,0,0,64,Normal,TA,GasA,Attchd
1080,1081,,,145000,11040,6,2004,1971,144.0,1258,1258,2,2,0,55,0,Abnorml,Gd,GasA,Attchd
1081,1082,,MnPrv,133000,7500,5,1963,1963,0.0,1040,1040,1,1,0,0,0,Normal,TA,GasA,Attchd
1082,1083,,,192000,8749,7,2002,2002,100.0,1459,1459,2,2,1,192,39,Normal,Gd,GasA,Attchd
1083,1084,,MnPrv,160000,8800,6,1964,1964,425.0,1251,1251,1,1,2,0,116,Normal,TA,GasA,Attchd
1084,1085,,,187500,13031,6,1996,1995,0.0,691,1498,2,2,1,315,44,Normal,TA,GasA,Attchd
1085,1086,,,147000,9069,6,1992,1992,0.0,936,996,1,2,0,120,0,Normal,Gd,GasA,Attchd
1086,1087,,,83500,1974,4,1973,1973,0.0,546,1092,1,1,0,120,96,Normal,TA,GasA,Attchd
1087,1088,,,252000,10574,8,2006,2005,0.0,1082,1953,2,3,1,160,50,Normal,Gd,GasA,Attchd
1088,1089,,,137500,2522,7,2004,2004,50.0,970,1709,2,2,0,0,40,Normal,Gd,GasA,Detchd
1089,1090,Pave,,197000,3316,8,2005,2005,0.0,1247,1247,1,2,1,0,84,Normal,Gd,GasA,Attchd
1090,1091,,,92900,8544,3,1950,1950,0.0,0,1040,2,2,0,0,0,Normal,TA,Wall,Detchd
1091,1092,Pave,,160000,2160,7,2000,1999,212.0,600,1252,2,2,0,0,48,Normal,Gd,GasA,Detchd
1092,1093,,,136500,8400,6,1950,1925,0.0,1181,1694,2,2,1,342,0,Normal,TA,GasA,Detchd
1093,1094,,MnPrv,146000,9230,5,1998,1965,166.0,864,1200,1,2,0,0,64,Normal,Gd,GasA,Detchd
1094,1095,,,129000,5868,5,2000,1956,0.0,936,936,1,1,0,0,0,Normal,TA,GasA,Attchd
1095,1096,,,176432,9317,6,2006,2006,0.0,1314,1314,2,2,1,0,22,Normal,Gd,GasA,Attchd
1096,1097,,,127000,6882,6,2006,1914,0.0,684,1355,1,0,0,136,0,Normal,Gd,GasA,
1097,1098,,,170000,3696,8,1986,1986,0.0,1074,1088,1,2,0,0,74,Normal,Gd,GasA,Attchd
1098,1099,,,128000,6000,4,1950,1936,0.0,672,1324,1,1,0,0,0,Normal,TA,GasA,Detchd
1099,1100,,,157000,11880,7,1978,1978,206.0,1271,1601,2,2,1,0,0,Abnorml,TA,GasA,Attchd
1100,1101,,,60000,8400,2,1950,1920,0.0,290,438,1,1,0,0,0,Normal,Fa,GasA,Detchd
1101,1102,,,119500,9758,5,1971,1971,0.0,950,950,1,1,0,0,0,Normal,TA,GasA,Detchd
1102,1103,,MnWw,135000,7000,5,2002,1960,45.0,1010,1134,1,1,0,0,16,Family,TA,GasA,Attchd
1103,1104,,,159500,8910,6,1959,1959,0.0,655,1194,1,2,1,0,0,Normal,TA,GasA,BuiltIn
1104,1105,,,106000,2016,5,1970,1970,304.0,630,1302,2,2,0,0,0,Normal,TA,GasA,Detchd
1105,1106,,,325000,12256,8,1995,1994,362.0,1463,2622,2,2,2,186,32,Normal,Gd,GasA,Attchd
1106,1107,,,179900,10357,7,1991,1990,0.0,910,1442,2,2,1,0,244,Normal,Gd,GasA,Attchd
1107,1108,,,274725,23257,7,2006,2006,0.0,868,2021,2,2,1,0,100,Partial,Gd,GasA,BuiltIn
1108,1109,,,181000,8063,6,2000,2000,0.0,924,1690,2,2,1,100,48,Abnorml,TA,GasA,Attchd
1109,1110,,,280000,11362,8,2005,2004,42.0,1836,1836,2,3,1,125,185,Normal,Gd,GasA,Attchd
1110,1111,,,188000,8000,6,1996,1995,0.0,773,1658,2,2,1,224,84,Normal,TA,GasA,Attchd
1111,1112,,,205000,10480,7,1976,1976,660.0,803,1964,2,2,1,0,69,Normal,TA,GasA,Attchd
1112,1113,,,129900,7100,5,1957,1957,0.0,816,816,1,1,0,0,0,Normal,TA,GasA,Detchd
1113,1114,,,134500,8923,5,2006,1953,0.0,1008,1008,1,1,0,0,18,Normal,Gd,GasA,Attchd
1114,1115,,MnPrv,117000,5400,5,2000,1954,0.0,833,833,1,1,0,0,0,Normal,Gd,GasA,Detchd
1115,1116,,,318000,12085,8,2007,2007,328.0,1734,1734,2,3,1,0,0,Partial,Ex,GasA,Attchd
1116,1117,,,184100,7750,8,2002,2002,0.0,408,1419,2,2,1,120,0,Normal,Gd,GasA,BuiltIn
1117,1118,,,130000,9764,5,2003,1967,0.0,894,894,1,2,0,0,0,Normal,Gd,GasA,Attchd
1118,1119,,,140000,13825,5,1987,1958,0.0,533,1601,1,1,0,280,34,Normal,TA,GasA,BuiltIn
1119,1120,,GdWo,133700,7560,5,1959,1959,0.0,1040,1040,1,1,0,140,0,Normal,TA,GasA,Attchd
1120,1121,,MnPrv,118400,8263,6,1950,1920,0.0,1012,1012,1,1,1,0,22,Normal,TA,GasA,Detchd
1121,1122,,,212900,10084,7,2006,2005,196.0,1552,1552,2,3,0,144,20,Partial,Gd,GasA,Attchd
1122,1123,,MnPrv,112000,8926,4,1956,1956,0.0,672,960,1,1,0,64,0,Abnorml,TA,GasA,Basment
1123,1124,,,118000,9405,5,2008,1947,0.0,698,698,1,0,0,0,200,Normal,TA,GasA,
1124,1125,,,163900,9125,7,1992,1992,170.0,384,1482,2,2,1,100,25,Normal,Gd,GasA,Attchd
1125,1126,,,115000,10434,4,1955,1955,0.0,1005,1005,1,2,1,0,0,Normal,Fa,GasA,Detchd
1126,1127,,,174000,3684,7,2007,2007,130.0,1373,1555,2,3,1,143,20,Normal,Gd,GasA,Attchd
1127,1128,,,259000,14572,7,2004,2004,0.0,1530,1530,2,3,1,144,36,Family,Gd,GasA,Attchd
1128,1129,,,215000,11796,7,2005,2004,0.0,847,1959,2,2,1,100,48,Normal,Gd,GasA,BuiltIn
1129,1130,Grvl,,140000,7200,5,1980,1980,180.0,936,936,1,2,0,49,0,Normal,TA,GasA,Detchd
1130,1131,,MnPrv,135000,7804,4,1950,1928,0.0,1122,1981,2,2,2,431,44,Normal,Gd,GasA,Detchd
1131,1132,,MnPrv,93500,10712,5,1992,1991,0.0,974,974,1,0,0,0,28,Abnorml,TA,GasA,
1132,1133,,,117500,9900,6,1950,1880,0.0,1008,2210,2,1,0,0,48,Normal,Fa,GasW,Detchd
1133,1134,,,239500,9828,8,1995,1995,0.0,1128,2020,2,2,1,0,155,Normal,Gd,GasA,Attchd
1134,1135,,,169000,8773,6,1997,1997,0.0,916,1600,2,2,1,100,38,Normal,TA,GasA,Attchd
1135,1136,,,102000,6180,6,1950,1926,0.0,960,986,1,1,1,0,128,Normal,TA,GasA,Detchd
1136,1137,,,119000,9600,6,1950,1950,0.0,1032,1252,1,1,0,0,0,Abnorml,TA,GasA,Attchd
1137,1138,,,94000,6342,5,1996,1875,0.0,780,1020,1,0,0,0,0,Normal,TA,GasA,
1138,1139,,,196000,9819,6,1977,1977,0.0,1567,1567,2,2,2,264,32,Normal,Gd,GasA,Attchd
1139,1140,,,144000,8731,5,1950,1920,0.0,915,1167,1,2,1,0,0,Normal,TA,GasA,Detchd
1140,1141,,,139000,7350,5,1951,1951,0.0,952,952,1,2,0,0,0,Abnorml,TA,GasA,Detchd
1141,1142,,,197500,10304,5,1976,1976,44.0,780,1868,2,2,1,448,96,Normal,Gd,GasA,Attchd
1142,1143,,,424870,9965,8,2007,2006,340.0,1466,2828,3,3,1,125,144,Partial,Gd,GasA,BuiltIn
1143,1144,,,80000,9000,5,1959,1959,0.0,1006,1006,1,0,0,0,24,Normal,TA,GasA,
1144,1145,,MnPrv,80000,12180,4,1950,1941,0.0,672,924,1,1,0,0,0,Normal,Fa,Grav,Detchd
1145,1146,,,149000,6240,5,1950,1928,0.0,1042,1576,1,1,1,0,0,Family,TA,GasA,Detchd
1146,1147,,,180000,11200,6,1985,1985,85.0,1298,1298,2,2,1,165,26,Normal,Gd,GasA,Attchd
1147,1148,,,174500,12000,7,1950,1941,0.0,704,1564,1,1,1,0,0,Normal,Fa,GasA,Attchd
1148,1149,,,116900,5700,7,1950,1926,0.0,572,1111,1,1,1,0,0,Normal,TA,GasA,Detchd
1149,1150,,,143000,9000,7,1988,1920,0.0,650,1482,1,2,0,0,0,Normal,TA,GasA,Detchd
1150,1151,,GdPrv,124000,8280,6,1950,1950,0.0,932,932,1,1,1,0,0,Normal,Gd,GasA,Attchd
1151,1152,,,149900,17755,5,1959,1959,132.0,1466,1466,1,2,2,0,140,Normal,Fa,GasA,Attchd
1152,1153,,,230000,14115,6,2004,1956,0.0,1073,1811,1,2,1,0,0,Abnorml,Ex,GasA,Attchd
1153,1154,,,120500,5890,6,2007,1930,0.0,816,816,1,1,0,0,0,Normal,TA,GasA,Detchd
1154,1155,,GdPrv,201800,13700,7,1988,1965,288.0,864,1820,1,2,2,60,84,Normal,Gd,GasA,Attchd
1155,1156,,,218000,10768,5,2004,1976,0.0,1437,1437,2,2,1,0,21,Normal,Gd,GasA,Attchd
1156,1157,,MnPrv,179900,9350,5,1999,1965,0.0,1219,1265,2,2,1,0,92,Normal,Gd,GasA,Attchd
1157,1158,,,230000,5001,7,2008,2007,166.0,1314,1314,2,2,1,172,62,Normal,Gd,GasA,Attchd
1158,1159,,,235128,11932,8,2008,2007,186.0,1580,1580,2,3,0,0,24,Partial,Gd,GasA,Attchd
1159,1160,,,185000,9120,6,1974,1974,270.0,901,1876,2,2,1,0,69,Normal,Gd,GasA,Attchd
1160,1161,,,146000,2280,6,1978,1978,0.0,855,1456,2,2,1,26,0,Normal,TA,GasA,Attchd
1161,1162,,,224000,14778,6,2006,1954,72.0,1296,1640,1,2,1,108,0,Normal,Gd,GasA,Detchd
1162,1163,,,129000,8724,5,1968,1968,0.0,894,894,1,2,1,0,0,Normal,TA,GasA,Attchd
1163,1164,,,108959,12900,4,1969,1969,0.0,1198,1258,0,2,0,120,0,Alloca,TA,GasA,CarPort
1164,1165,,,194000,16157,5,1978,1978,0.0,1360,1432,1,2,1,168,180,Normal,Gd,GasA,Attchd
1165,1166,,,233170,9541,7,2009,2009,268.0,1502,1502,2,2,0,0,114,Partial,Gd,GasA,Attchd
1166,1167,,,245350,10475,8,2008,2008,72.0,1694,1694,2,3,0,160,33,Normal,Gd,GasA,Attchd
1167,1168,,,173000,10852,6,2000,2000,0.0,959,1671,2,2,1,0,38,Normal,TA,GasA,Attchd
1168,1169,,,235000,13728,6,1986,1935,0.0,1127,2108,2,2,2,0,0,Normal,Gd,GasA,Basment
1169,1170,,,625000,35760,10,1996,1995,1378.0,1930,3627,3,3,1,361,76,Normal,Gd,GasA,Attchd
1170,1171,,GdPrv,171000,9880,6,1977,1977,0.0,1096,1118,1,1,1,203,0,Normal,TA,GasA,Attchd
1171,1172,,,163000,9120,6,1958,1958,0.0,1261,1261,1,2,1,0,0,Normal,TA,GasA,Attchd
1172,1173,Pave,,171900,4017,7,2007,2006,0.0,625,1250,2,2,0,0,54,Normal,Gd,GasA,Detchd
1173,1174,,MnPrv,200500,18030,5,1994,1946,0.0,1598,3086,3,0,1,122,0,Normal,Ex,GasA,
1174,1175,,,239000,16560,6,1950,1932,0.0,952,2345,2,2,1,0,0,Normal,TA,GasA,Detchd
1175,1176,,,285000,10678,8,2000,1992,337.0,1683,2872,2,2,1,0,33,Normal,Gd,GasA,Attchd
1176,1177,,MnPrv,119500,6951,5,1985,1984,0.0,876,923,1,1,0,362,0,Normal,TA,GasA,Attchd
1177,1178,Grvl,,115000,3950,6,2004,1926,0.0,818,1224,1,1,0,0,0,Normal,TA,GasA,Detchd
1178,1179,,,154900,7681,5,1950,1921,0.0,731,1343,1,1,1,192,0,Normal,TA,GasA,Detchd
1179,1180,,,93000,8335,5,1954,1954,0.0,0,1124,1,0,1,0,36,Normal,TA,GasA,
1180,1181,,GdPrv,250000,11170,7,1991,1990,0.0,1216,2514,2,2,0,0,0,Normal,TA,GasA,Attchd
1181,1182,,,392500,5587,8,2008,2008,186.0,1600,1652,2,2,1,162,53,Partial,Gd,GasA,Attchd
1182,1183,,MnPrv,745000,15623,10,1996,1996,0.0,2396,4476,3,3,2,171,78,Abnorml,Ex,GasA,Attchd
1183,1184,Grvl,,120000,10800,5,1950,1920,0.0,1120,1130,1,2,1,229,0,Normal,TA,GasA,Detchd
1184,1185,,,186700,35133,5,1963,1963,226.0,1572,1572,1,3,2,0,263,Normal,TA,GasA,2Types
1185,1186,,,104900,9738,5,1950,1924,0.0,784,1221,1,1,0,0,0,Normal,TA,GasA,Attchd
1186,1187,,,95000,10615,3,1970,1900,0.0,978,1699,2,2,0,0,74,Abnorml,TA,GasA,CarPort
1187,1188,,GdPrv,262000,12461,8,1995,1994,0.0,1624,1624,2,3,1,0,114,Normal,Gd,GasA,Attchd
1188,1189,,,195000,8935,7,2002,2002,95.0,831,1660,2,2,0,144,68,Normal,Gd,GasA,Attchd
1189,1190,,,189000,7500,7,1999,1999,0.0,994,1804,2,2,1,140,60,Normal,Gd,GasA,Attchd
1190,1191,,,168000,32463,4,1975,1961,149.0,1249,1622,1,4,1,439,0,Normal,TA,GasA,2Types
1191,1192,Pave,,174000,2645,8,2000,1999,456.0,776,1441,2,2,0,206,0,Normal,Gd,GasA,Detchd
1192,1193,Grvl,GdWo,125000,9600,5,1994,1925,0.0,702,1472,1,1,0,0,0,Normal,Gd,GasA,Detchd
1193,1194,,,165000,4500,6,1999,1999,425.0,1224,1224,2,2,0,0,304,Normal,TA,GasA,Attchd
1194,1195,,MnPrv,158000,9364,6,1969,1969,143.0,663,1352,1,1,0,379,36,Normal,TA,GasA,Attchd
1195,1196,,,176000,8029,6,2005,2005,0.0,728,1456,2,2,0,100,24,Normal,Gd,GasA,Attchd
1196,1197,,,219210,14054,7,2006,2006,0.0,879,1863,2,3,1,100,17,Partial,Gd,GasA,BuiltIn
1197,1198,,,144000,8850,7,1950,1916,0.0,815,1690,1,1,1,0,0,Normal,TA,GasA,Detchd
1198,1199,,,178000,9100,7,2001,2001,0.0,1212,1212,2,2,0,356,0,Normal,Gd,GasA,Attchd
1199,1200,,,148000,11235,4,1979,1963,51.0,1051,1382,1,2,1,0,82,Normal,TA,GasA,Attchd
1200,1201,,,116050,9353,4,1970,1970,0.0,864,864,1,1,0,0,0,Abnorml,TA,GasA,Attchd
1201,1202,,,197900,10400,7,1998,1998,0.0,866,1779,2,2,0,198,36,Normal,Gd,GasA,Attchd
1202,1203,,,117000,6000,5,1997,1925,0.0,884,1348,1,1,1,0,0,Normal,TA,GasA,Detchd
1203,1204,,,213000,9750,7,2001,2000,171.0,1630,1630,2,2,1,74,234,Normal,Gd,GasA,Attchd
