,news,target
629,"[deleted]
think:
[deleted]
                                           ^^^^^^^^^^^^^^^^^^^^^^^^
  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  ^^^^^^^^^^^^^^^^^^^^^^^
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Let me first say that ""to believe that no gods exist"" is in fact 
different than ""not believing in a god or gods"". 

I will argue that your latter statement, ""I believe that no gods exist""
does rest upon faith - that is, if you are making a POSITIVE statement 
that ""no gods exist"" (strong atheism) rather than merely saying I don't  
know and therefore don't believe in them and don't NOT believe in then
(weak atheism). Once again, to not believe in God is different than saying  
I BELIEVE that God does not exist. I still maintain the position, even 
after reading the FAQs, that strong atheism requires faith.

But first let me say the following.
We might have a language problem here - in regards to ""faith"" and
""existence"". I, as a Christian, maintain that God does not exist.
To exist means to have being in space and time. God does not HAVE
being - God IS Being. Kierkegaard once said that God does not
exist, He is eternal. With this said, I feel it's rather pointless
to debate the so called ""existence"" of God - and that is not what
I'm doing here. I believe that God is the source and ground of
being. When you say that ""god does not exist"", I also accept this
statement - but we obviously mean two different things by it. However,
in what follows I will use the phrase ""the existence of God"" in it's
'usual sense' - and this is the sense that I think you are using it.
I would like a clarification upon what you mean by ""the existence of
God"".
 
We also might differ upon what it means to have faith. Here is what

faith 
1a: allegiance to duty or a person: LOYALTY
b  (1): fidelity to one's promises
   (2): sincerity of intentions
2a (1): belief and trust in and loyalty to God
   (2): belief in the traditional doctrines of a religion
b  (1): firm belief in something for which there is no proof
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
   (2): complete trust
3: something that is believed esp. with strong conviction; esp: a system 
   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
of religious beliefs
syn see BELIEF



One can never prove that God does or does not exist. When you say
that you believe God does not exist, and that this is an opinion
""based upon observation"", I will have to ask ""what observtions are
you refering to?"" There are NO observations - pro or con - that
are valid here in establishing a POSITIVE belief. All observations
can only point you in a direction - a direction that we might even
be predisposed to (by predisposed I mean, for example, people whoes 
partents ""believe in God"" also tend to). To actually draw a conclusion
about the ""existence"" or ""non-existence"" of God requires a leap - and
you have made this leap when you actively say ""I believe that God  
does/does not exist"". Personally, I think that both statements are
misguided. Arguing over the ""existence"" of God is precisely the wrong way
to find Him (and yes, I use ""Him"" because a personal God is the only 
viable concept (IMO) - if a person wants to use ""She"" go ahead. Of course 
God is neither He nor She - but we have no choice but to 
anthropomorphise. If you want me to explain myself further I'll be 
glad to.) 



And please, if someone does not agree with me - even if they violently 
disagree - it's in no ones advantage to start name calling. If a person 
thinks I've misunderstood something in the FAQs, or if they they think 
I have not read them well enough, just point out to me the error of my 
ways and I correct the situation. I'm interested in a polite and well  
thought out discussion.








",0
630,"
I disagree with these.  What society thinks should be irrelevant.  What the
individual decides is all that is important.


I think this is fairly obvious


Generally by what they ""feel"" is right, which is the most idiotic policy I can
think of.


By thinking for ourselves.",0
631,"Does anyone have any Russian Contacts (Space or other) or contacts in the old
USSR/SU or Eastern Europe?

Post them here so we all can talk to them and ask questions..
I think the cost of email is high, so we would have to  keep the content to
specific topics and such..

Basically if we want to save Russia and such, then we need to make contacts,
contacts are a form of info, so lets get informing.

==
Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked",1
632,"

Good question.  I'm sure some biologist could answer better than I,
but animals brains are just set up differently.

Animals *can* be trained, but if they're instincts serve them well, there is
no reason to contradict them.",0
633,"
Thanks again Andy.

The image is in pub/delta-clipper now. The name has been changed to 
""dcx-artists-concept.gif"" in the spirit of verboseness. :-)

----Chris

Chris W. Johnson

Internet:   chrisj@emx.cc.utexas.edu
UUCP:       {husc6|uunet}!cs.utexas.edu!ut-emx!chrisj
CompuServe: >INTERNET:chrisj@emx.cc.utexas.edu
AppleLink:  chrisj@emx.cc.utexas.edu@internet#",1
634,"Pat sez;

Yeah, but a windscreen cut down most of it.  Canopies ended it completely.

Of course, the environment in space continues to suck :-)

-Tommy Mac
-------------------------------------------------------------------------
Tom McWilliams 517-355-2178 wk   \\ As the radius of vision increases,
18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows.",1
635,"
I gues it is Keesler. The others do not ring the bell but they might be 
involved as well. Sometime ago Keesler was here at Langley teaching 
a course on space debris and, if my memory does not fai,l I think there
was even a reference to a book on the subject.

C.O.Egalon@larc.nasa.gov",1
636,"

They spent quite a bit of time on the wording of the Constitution.  They
picked words whose meanings implied the intent.  We have already looked
in the dictionary to define the word.  Isn't this sufficient?


But we were discussing it in relation to the death penalty.  And, the
Constitution need not define each of the words within.  Anyone who doesn't
know what cruel is can look in the dictionary (and we did).",0
637,"<stuff deleted>

You mean like: seconds, minutes, hours, days, months, years. . .  :-)

Remember,  the Fahrenheit temperature scale is also a centigrade scale.  Some
revisionists tell the history something like this:  The coldest point in a
particular Russian winter was marked on the thermometer as was the body
temperature of a volunteer (turns out he was sick, but you can't win 'em all).
Then the space in between the marks on the thermometer was then divided into
hundredths.
								:-)

FWIW,

Doug Page
",1
638,"We run ""SpaceNews & Views"" on our STAREACH BBS, a local
operation running WWIV software with the capability to link to
over 1500 other BBS's in the U.S.A. and Canada through WWIVNet.
   Having just started this a couple of months ago, our sub us
currently subscribed by only about ten other boards, but more
are being added.
   We get our news articles re on Internet, via ftp from NASA
sites, and from a variety of aerospace related periodicals. We
get a fair amount of questions on space topics from students
who access the system.
 ____________________________________________________________",1
639,"

Or he was just convinced by religious fantasies of the time that he was the
Messiah, or he was just some rebel leader that an organisation of Jews built
into Godhood for the purpose off throwing of the yoke of Roman oppression,
or.......


Are the Moslem fanatics who strap bombs to their backs and driving into
Jewish embassies dying for the truth (hint: they think they are)? Were the
NAZI soldiers in WWII dying for the truth? 

People die for lies all the time.



Was Hitler a liar? How about Napoleon, Mussolini, Ronald Reagan? We spend
millions of dollars a year trying to find techniques to detect lying? So the
answer is no, they wouldn't be able to tell if he was a liar if he only lied
about some things.


Why do you think he healed people, because the Bible says so? But if God
doesn't exist (the other possibility) then the Bible is not divinely
inspired and one can't use it as a piece of evidence, as it was written by
unbiased observers.


Were Hitler or Mussolini lunatics? How about Genghis Khan, Jim Jones...
there are thousands of examples through history of people being drawn to
lunatics.


So we obviously cannot rule out liar or lunatic not to mention all the other
possibilities not given in this triad.


Possibly self-fulfilling prophecy (ie he was aware what he should do in
order to fulfil these prophecies), possibly selective diting on behalf of
those keepers of the holy bible for a thousand years or so before the
general; public had access. possibly also that the text is written in such
riddles (like Nostradamus) that anything that happens can be twisted to fit
the words of raving fictional 'prophecy'.

             [stuff about how hard it is to be a christian deleted]

I severely recommend you reconsider the reasons you are a christian, they
are very unconvincing to an unbiased observer.",0
